Date,Open,High,Low,Close,Adj Close,Volume
2022-03-23,167.99000549316406,172.63999938964844,167.64999389648438,170.2100067138672,167.4959716796875,98062700
2022-03-24,171.05999755859375,174.13999938964844,170.2100067138672,174.07000732421875,171.29444885253906,90131400
2022-03-25,173.8800048828125,175.27999877929688,172.75,174.72000122070312,171.93405151367188,80546200
2022-03-28,172.1699981689453,175.72999572753906,172.0,175.60000610351562,172.80003356933594,90371900
2022-03-29,176.69000244140625,179.00999450683594,176.33999633789062,178.9600067138672,176.10646057128906,100589400
2022-03-30,178.5500030517578,179.61000061035156,176.6999969482422,177.77000427246094,174.93544006347656,92633200
2022-03-31,177.83999633789062,178.02999877929688,174.39999389648438,174.61000061035156,171.82582092285156,103049300
2022-04-01,174.02999877929688,174.8800048828125,171.94000244140625,174.30999755859375,171.53060913085938,78751300
2022-04-04,174.57000732421875,178.49000549316406,174.44000244140625,178.44000244140625,175.59474182128906,76468400
2022-04-05,177.5,178.3000030517578,174.4199981689453,175.05999755859375,172.26864624023438,73401800
2022-04-06,172.36000061035156,173.6300048828125,170.1300048828125,171.8300018310547,169.09014892578125,89058800
2022-04-07,171.16000366210938,173.36000061035156,169.85000610351562,172.13999938964844,169.3951873779297,77594700
2022-04-08,171.77999877929688,171.77999877929688,169.1999969482422,170.08999633789062,167.3778839111328,76575500
2022-04-11,168.7100067138672,169.02999877929688,165.5,165.75,163.10711669921875,72246700
2022-04-12,168.02000427246094,169.8699951171875,166.63999938964844,167.66000366210938,164.98663330078125,79265200
2022-04-13,167.38999938964844,171.0399932861328,166.77000427246094,170.39999389648438,167.68295288085938,70618900
2022-04-14,170.6199951171875,171.27000427246094,165.0399932861328,165.2899932861328,162.65443420410156,75329400
2022-04-18,163.9199981689453,166.60000610351562,163.57000732421875,165.07000732421875,162.4379425048828,69023900
2022-04-19,165.02000427246094,167.82000732421875,163.91000366210938,167.39999389648438,164.73074340820312,67723800
2022-04-20,168.75999450683594,168.8800048828125,166.10000610351562,167.22999572753906,164.5634765625,67929800
2022-04-21,168.91000366210938,171.52999877929688,165.91000366210938,166.4199981689453,163.76641845703125,87227800
2022-04-22,166.4600067138672,167.8699951171875,161.5,161.7899932861328,159.21026611328125,84882400
2022-04-25,161.1199951171875,163.1699981689453,158.4600067138672,162.8800048828125,160.28286743164062,96046400
2022-04-26,162.25,162.33999633789062,156.72000122070312,156.8000030517578,154.2998046875,95623200
2022-04-27,155.91000366210938,159.7899932861328,155.3800048828125,156.57000732421875,154.07345581054688,88063200
2022-04-28,159.25,164.52000427246094,158.92999267578125,163.63999938964844,161.03074645996094,130216800
2022-04-29,161.83999633789062,166.1999969482422,157.25,157.64999389648438,155.13623046875,131747600
2022-05-02,156.7100067138672,158.22999572753906,153.27000427246094,157.9600067138672,155.44131469726562,123055300
2022-05-03,158.14999389648438,160.7100067138672,156.32000732421875,159.47999572753906,156.93704223632812,88966500
2022-05-04,159.6699981689453,166.47999572753906,159.25999450683594,166.02000427246094,163.37278747558594,108256500
2022-05-05,163.85000610351562,164.0800018310547,154.9499969482422,156.77000427246094,154.2703094482422,130525300
2022-05-06,156.00999450683594,159.44000244140625,154.17999267578125,157.27999877929688,154.9995574951172,116124600
2022-05-09,154.92999267578125,155.8300018310547,151.49000549316406,152.05999755859375,149.85525512695312,131577900
2022-05-10,155.52000427246094,156.74000549316406,152.92999267578125,154.50999450683594,152.2696990966797,115366700
2022-05-11,153.5,155.4499969482422,145.80999755859375,146.5,144.37583923339844,142689800
2022-05-12,142.77000427246094,146.1999969482422,138.8000030517578,142.55999755859375,140.4929962158203,182602000
2022-05-13,144.58999633789062,148.10000610351562,143.11000061035156,147.11000061035156,144.97698974609375,113990900
2022-05-16,145.5500030517578,147.52000427246094,144.17999267578125,145.5399932861328,143.42974853515625,86643800
2022-05-17,148.86000061035156,149.77000427246094,146.67999267578125,149.24000549316406,147.07614135742188,78336300
2022-05-18,146.85000610351562,147.36000061035156,139.89999389648438,140.82000732421875,138.77821350097656,109742900
2022-05-19,139.8800048828125,141.66000366210938,136.60000610351562,137.35000610351562,135.35850524902344,136095600
2022-05-20,139.08999633789062,140.6999969482422,132.61000061035156,137.58999633789062,135.5950164794922,137426100
2022-05-23,137.7899932861328,143.25999450683594,137.64999389648438,143.11000061035156,141.03500366210938,117726300
2022-05-24,140.80999755859375,141.97000122070312,137.3300018310547,140.36000061035156,138.32485961914062,104132700
2022-05-25,138.42999267578125,141.7899932861328,138.33999633789062,140.52000427246094,138.48257446289062,92482700
2022-05-26,137.38999938964844,144.33999633789062,137.13999938964844,143.77999877929688,141.69528198242188,90601500
2022-05-27,145.38999938964844,149.67999267578125,145.25999450683594,149.63999938964844,147.47032165527344,90978500
2022-05-31,149.07000732421875,150.66000366210938,146.83999633789062,148.83999633789062,146.6819305419922,103718400
2022-06-01,149.89999389648438,151.74000549316406,147.67999267578125,148.7100067138672,146.55380249023438,74286600
2022-06-02,147.8300018310547,151.27000427246094,146.86000061035156,151.2100067138672,149.01756286621094,72348100
2022-06-03,146.89999389648438,147.97000122070312,144.4600067138672,145.3800048828125,143.2720947265625,88570300
2022-06-06,147.02999877929688,148.57000732421875,144.89999389648438,146.13999938964844,144.02105712890625,71598400
2022-06-07,144.35000610351562,149.0,144.10000610351562,148.7100067138672,146.55380249023438,67808200
2022-06-08,148.5800018310547,149.8699951171875,147.4600067138672,147.9600067138672,145.81468200683594,53950200
2022-06-09,147.0800018310547,147.9499969482422,142.52999877929688,142.63999938964844,140.5718231201172,69473000
2022-06-10,140.27999877929688,140.75999450683594,137.05999755859375,137.1300048828125,135.14170837402344,91437900
2022-06-13,132.8699951171875,135.1999969482422,131.44000244140625,131.8800048828125,129.96783447265625,122207100
2022-06-14,133.1300048828125,133.88999938964844,131.47999572753906,132.75999450683594,130.83505249023438,84784300
2022-06-15,134.2899932861328,137.33999633789062,132.16000366210938,135.42999267578125,133.46633911132812,91533000
2022-06-16,132.0800018310547,132.38999938964844,129.0399932861328,130.05999755859375,128.17420959472656,108123900
2022-06-17,130.07000732421875,133.0800018310547,129.80999755859375,131.55999755859375,129.6524658203125,134520300
2022-06-21,133.4199981689453,137.05999755859375,133.32000732421875,135.8699951171875,133.8999786376953,81000500
2022-06-22,134.7899932861328,137.75999450683594,133.91000366210938,135.35000610351562,133.3875274658203,73409200
2022-06-23,136.82000732421875,138.58999633789062,135.6300048828125,138.27000427246094,136.2651824951172,72433800
2022-06-24,139.89999389648438,141.91000366210938,139.77000427246094,141.66000366210938,139.6060333251953,89116800
2022-06-27,142.6999969482422,143.49000549316406,140.97000122070312,141.66000366210938,139.6060333251953,70207900
2022-06-28,142.1300048828125,143.4199981689453,137.32000732421875,137.44000244140625,135.44723510742188,67083400
2022-06-29,137.4600067138672,140.6699981689453,136.6699981689453,139.22999572753906,137.21124267578125,66242400
2022-06-30,137.25,138.3699951171875,133.77000427246094,136.72000122070312,134.7376708984375,98964500
2022-07-01,136.0399932861328,139.0399932861328,135.66000366210938,138.92999267578125,136.91558837890625,71051600
2022-07-05,137.77000427246094,141.61000061035156,136.92999267578125,141.55999755859375,139.50747680664062,73353800
2022-07-06,141.35000610351562,144.1199951171875,141.0800018310547,142.9199981689453,140.84776306152344,74064300
2022-07-07,143.2899932861328,146.5500030517578,143.27999877929688,146.35000610351562,144.22805786132812,66253700
2022-07-08,145.25999450683594,147.5500030517578,145.0,147.0399932861328,144.9080047607422,64547800
2022-07-11,145.6699981689453,146.63999938964844,143.77999877929688,144.8699951171875,142.7694549560547,63141600
2022-07-12,145.75999450683594,148.4499969482422,145.0500030517578,145.86000061035156,143.74513244628906,77588800
2022-07-13,142.99000549316406,146.4499969482422,142.1199951171875,145.49000549316406,143.38047790527344,71185600
2022-07-14,144.0800018310547,148.9499969482422,143.25,148.47000122070312,146.31727600097656,78140700
2022-07-15,149.77999877929688,150.86000061035156,148.1999969482422,150.1699981689453,147.9926300048828,76259900
2022-07-18,150.74000549316406,151.57000732421875,146.6999969482422,147.07000732421875,144.93760681152344,81420900
2022-07-19,147.9199981689453,151.22999572753906,146.91000366210938,151.0,148.8106231689453,82982400
2022-07-20,151.1199951171875,153.72000122070312,150.3699951171875,153.0399932861328,150.82102966308594,64823400
2022-07-21,154.5,155.57000732421875,151.94000244140625,155.35000610351562,153.0975341796875,65086600
2022-07-22,155.38999938964844,156.27999877929688,153.41000366210938,154.08999633789062,151.85580444335938,66675400
2022-07-25,154.00999450683594,155.0399932861328,152.27999877929688,152.9499969482422,150.73233032226562,53623900
2022-07-26,152.25999450683594,153.08999633789062,150.8000030517578,151.60000610351562,149.4019317626953,55138700
2022-07-27,152.5800018310547,157.3300018310547,152.16000366210938,156.7899932861328,154.5166473388672,78620700
2022-07-28,156.97999572753906,157.63999938964844,154.41000366210938,157.35000610351562,155.06854248046875,81378700
2022-07-29,161.24000549316406,163.6300048828125,159.5,162.50999450683594,160.15370178222656,101786900
2022-08-01,161.00999450683594,163.58999633789062,160.88999938964844,161.50999450683594,159.168212890625,67829400
2022-08-02,160.10000610351562,162.41000366210938,159.6300048828125,160.00999450683594,157.68995666503906,59907000
2022-08-03,160.83999633789062,166.58999633789062,160.75,166.1300048828125,163.7212371826172,82507500
2022-08-04,166.00999450683594,167.19000244140625,164.42999267578125,165.80999755859375,163.4058837890625,55474100
2022-08-05,163.2100067138672,165.85000610351562,163.0,165.35000610351562,163.17889404296875,56697000
2022-08-08,166.3699951171875,167.80999755859375,164.1999969482422,164.8699951171875,162.70518493652344,60276900
2022-08-09,164.02000427246094,165.82000732421875,163.25,164.9199981689453,162.75453186035156,63135500
2022-08-10,167.67999267578125,169.33999633789062,166.89999389648438,169.24000549316406,167.017822265625,70170500
2022-08-11,170.05999755859375,170.99000549316406,168.19000244140625,168.49000549316406,166.2776641845703,57149200
2022-08-12,169.82000732421875,172.1699981689453,169.39999389648438,172.10000610351562,169.84024047851562,68039400
2022-08-15,171.52000427246094,173.38999938964844,171.35000610351562,173.19000244140625,170.91595458984375,54091700
2022-08-16,172.77999877929688,173.7100067138672,171.66000366210938,173.02999877929688,170.758056640625,56377100
2022-08-17,172.77000427246094,176.14999389648438,172.57000732421875,174.5500030517578,172.2581024169922,79542000
2022-08-18,173.75,174.89999389648438,173.1199951171875,174.14999389648438,171.86334228515625,62290100
2022-08-19,173.02999877929688,173.74000549316406,171.30999755859375,171.52000427246094,169.2678680419922,70346300
2022-08-22,169.69000244140625,169.86000061035156,167.13999938964844,167.57000732421875,165.3697509765625,69026800
2022-08-23,167.0800018310547,168.7100067138672,166.64999389648438,167.22999572753906,165.03416442871094,54147100
2022-08-24,167.32000732421875,168.11000061035156,166.25,167.52999877929688,165.33026123046875,53841500
2022-08-25,168.77999877929688,170.13999938964844,168.35000610351562,170.02999877929688,167.7974090576172,51218200
2022-08-26,170.57000732421875,171.0500030517578,163.55999755859375,163.6199951171875,161.4716033935547,78961000
2022-08-29,161.14999389648438,162.89999389648438,159.82000732421875,161.3800048828125,159.26100158691406,73314000
2022-08-30,162.1300048828125,162.55999755859375,157.72000122070312,158.91000366210938,156.82345581054688,77906200
2022-08-31,160.30999755859375,160.5800018310547,157.13999938964844,157.22000122070312,155.15562438964844,87991100
2022-09-01,156.63999938964844,158.4199981689453,154.6699981689453,157.9600067138672,155.88592529296875,74229900
2022-09-02,159.75,160.36000061035156,154.97000122070312,155.80999755859375,153.76412963867188,76957800
2022-09-06,156.47000122070312,157.08999633789062,153.69000244140625,154.52999877929688,152.50094604492188,73714800
2022-09-07,154.82000732421875,156.6699981689453,153.61000061035156,155.9600067138672,153.91217041015625,87449600
2022-09-08,154.63999938964844,156.36000061035156,152.67999267578125,154.4600067138672,152.43190002441406,84923800
2022-09-09,155.47000122070312,157.82000732421875,154.75,157.3699951171875,155.30368041992188,68028800
2022-09-12,159.58999633789062,164.25999450683594,159.3000030517578,163.42999267578125,161.28408813476562,104956000
2022-09-13,159.89999389648438,160.5399932861328,153.3699951171875,153.83999633789062,151.82000732421875,122656600
2022-09-14,154.7899932861328,157.10000610351562,153.61000061035156,155.30999755859375,153.2707061767578,87965400
2022-09-15,154.64999389648438,155.24000549316406,151.3800048828125,152.3699951171875,150.36932373046875,90481100
2022-09-16,151.2100067138672,151.35000610351562,148.3699951171875,150.6999969482422,148.7212677001953,162278800
2022-09-19,149.30999755859375,154.55999755859375,149.10000610351562,154.47999572753906,152.45159912109375,81474200
2022-09-20,153.39999389648438,158.0800018310547,153.0800018310547,156.89999389648438,154.83982849121094,107689800
2022-09-21,157.33999633789062,158.74000549316406,153.60000610351562,153.72000122070312,151.70159912109375,101696800
2022-09-22,152.3800048828125,154.47000122070312,150.91000366210938,152.74000549316406,150.73448181152344,86652500
2022-09-23,151.19000244140625,151.47000122070312,148.55999755859375,150.42999267578125,148.4547882080078,96029900
2022-09-26,149.66000366210938,153.77000427246094,149.63999938964844,150.77000427246094,148.7903289794922,93339400
2022-09-27,152.74000549316406,154.72000122070312,149.9499969482422,151.75999450683594,149.76731872558594,84442700
2022-09-28,147.63999938964844,150.63999938964844,144.83999633789062,149.83999633789062,147.87252807617188,146691400
2022-09-29,146.10000610351562,146.72000122070312,140.67999267578125,142.47999572753906,140.60916137695312,128138200
2022-09-30,141.27999877929688,143.10000610351562,138.0,138.1999969482422,136.38536071777344,124925300
2022-10-03,138.2100067138672,143.07000732421875,137.69000244140625,142.4499969482422,140.57958984375,114311700
2022-10-04,145.02999877929688,146.22000122070312,144.25999450683594,146.10000610351562,144.181640625,87830100
2022-10-05,144.07000732421875,147.3800048828125,143.00999450683594,146.39999389648438,144.4777069091797,79471000
2022-10-06,145.80999755859375,147.5399932861328,145.22000122070312,145.42999267578125,143.52044677734375,68402200
2022-10-07,142.5399932861328,143.10000610351562,139.4499969482422,140.08999633789062,138.25057983398438,85925600
2022-10-10,140.4199981689453,141.88999938964844,138.57000732421875,140.4199981689453,138.57623291015625,74899000
2022-10-11,139.89999389648438,141.35000610351562,138.22000122070312,138.97999572753906,137.15512084960938,77033700
2022-10-12,139.1300048828125,140.36000061035156,138.16000366210938,138.33999633789062,136.52352905273438,70433700
2022-10-13,134.99000549316406,143.58999633789062,134.3699951171875,142.99000549316406,141.11248779296875,113224000
2022-10-14,144.30999755859375,144.52000427246094,138.19000244140625,138.3800048828125,136.56301879882812,88598000
2022-10-17,141.07000732421875,142.89999389648438,140.27000427246094,142.41000366210938,140.5400848388672,85250900
2022-10-18,145.49000549316406,146.6999969482422,140.61000061035156,143.75,141.8625030517578,99136600
2022-10-19,141.69000244140625,144.9499969482422,141.5,143.86000061035156,141.97105407714844,61758300
2022-10-20,143.02000427246094,145.88999938964844,142.64999389648438,143.38999938964844,141.50723266601562,64522000
2022-10-21,142.8699951171875,147.85000610351562,142.64999389648438,147.27000427246094,145.3362579345703,86548600
2022-10-24,147.19000244140625,150.22999572753906,146.0,149.4499969482422,147.48764038085938,75981900
2022-10-25,150.08999633789062,152.49000549316406,149.36000061035156,152.33999633789062,150.33973693847656,74732300
2022-10-26,150.9600067138672,151.99000549316406,148.0399932861328,149.35000610351562,147.3889617919922,88194300
2022-10-27,148.07000732421875,149.0500030517578,144.1300048828125,144.8000030517578,142.89871215820312,109180200
2022-10-28,148.1999969482422,157.5,147.82000732421875,155.74000549316406,153.69508361816406,164762400
2022-10-31,153.16000366210938,154.24000549316406,151.9199981689453,153.33999633789062,151.3265838623047,97943200
2022-11-01,155.0800018310547,155.4499969482422,149.1300048828125,150.64999389648438,148.67190551757812,80379300
2022-11-02,148.9499969482422,152.1699981689453,145.0,145.02999877929688,143.12570190429688,93604600
2022-11-03,142.05999755859375,142.8000030517578,138.75,138.8800048828125,137.05642700195312,97918500
2022-11-04,142.08999633789062,142.6699981689453,134.3800048828125,138.3800048828125,136.78955078125,140814800
2022-11-07,137.11000061035156,139.14999389648438,135.6699981689453,138.9199981689453,137.32333374023438,83374600
2022-11-08,140.41000366210938,141.42999267578125,137.49000549316406,139.5,137.8966827392578,89908500
2022-11-09,138.5,138.5500030517578,134.58999633789062,134.8699951171875,133.31988525390625,74917800
2022-11-10,141.24000549316406,146.8699951171875,139.5,146.8699951171875,145.18194580078125,118854000
2022-11-11,145.82000732421875,150.00999450683594,144.3699951171875,149.6999969482422,147.97943115234375,93979700
2022-11-14,148.97000122070312,150.27999877929688,147.42999267578125,148.27999877929688,146.57574462890625,73374100
2022-11-15,152.22000122070312,153.58999633789062,148.55999755859375,150.0399932861328,148.31553649902344,89868300
2022-11-16,149.1300048828125,149.8699951171875,147.2899932861328,148.7899932861328,147.07989501953125,64218300
2022-11-17,146.42999267578125,151.47999572753906,146.14999389648438,150.72000122070312,148.9877471923828,80389400
2022-11-18,152.30999755859375,152.6999969482422,149.97000122070312,151.2899932861328,149.55117797851562,74829600
2022-11-21,150.16000366210938,150.3699951171875,147.72000122070312,148.00999450683594,146.30885314941406,58724100
2022-11-22,148.1300048828125,150.4199981689453,146.92999267578125,150.17999267578125,148.4539031982422,51804100
2022-11-23,149.4499969482422,151.8300018310547,149.33999633789062,151.07000732421875,149.33370971679688,58301400
2022-11-25,148.30999755859375,148.8800048828125,147.1199951171875,148.11000061035156,146.40773010253906,35195900
2022-11-28,145.13999938964844,146.63999938964844,143.3800048828125,144.22000122070312,142.5624237060547,69246000
2022-11-29,144.2899932861328,144.80999755859375,140.35000610351562,141.1699981689453,139.54750061035156,83763800
2022-11-30,141.39999389648438,148.72000122070312,140.5500030517578,148.02999877929688,146.32862854003906,111380900
2022-12-01,148.2100067138672,149.1300048828125,146.61000061035156,148.30999755859375,146.6054229736328,71250400
2022-12-02,145.9600067138672,148.0,145.64999389648438,147.80999755859375,146.11114501953125,65447400
2022-12-05,147.77000427246094,150.9199981689453,145.77000427246094,146.6300048828125,144.94473266601562,68826400
2022-12-06,147.07000732421875,147.3000030517578,141.9199981689453,142.91000366210938,141.26748657226562,64727200
2022-12-07,142.19000244140625,143.3699951171875,140.0,140.94000244140625,139.3201446533203,69721100
2022-12-08,142.36000061035156,143.52000427246094,141.10000610351562,142.64999389648438,141.01046752929688,62128300
2022-12-09,142.33999633789062,145.57000732421875,140.89999389648438,142.16000366210938,140.52610778808594,76097000
2022-12-12,142.6999969482422,144.5,141.05999755859375,144.49000549316406,142.829345703125,70462700
2022-12-13,149.5,149.97000122070312,144.24000549316406,145.47000122070312,143.79806518554688,93886200
2022-12-14,145.35000610351562,146.66000366210938,141.16000366210938,143.2100067138672,141.56402587890625,82291200
2022-12-15,141.11000061035156,141.8000030517578,136.02999877929688,136.5,134.93116760253906,98931900
2022-12-16,136.69000244140625,137.64999389648438,133.72999572753906,134.50999450683594,132.96401977539062,160156900
2022-12-19,135.11000061035156,135.1999969482422,131.32000732421875,132.3699951171875,130.84860229492188,79592600
2022-12-20,131.38999938964844,133.25,129.88999938964844,132.3000030517578,130.77944946289062,77432800
2022-12-21,132.97999572753906,136.80999755859375,132.75,135.4499969482422,133.89324951171875,85928000
2022-12-22,134.35000610351562,134.55999755859375,130.3000030517578,132.22999572753906,130.71023559570312,77852100
2022-12-23,130.9199981689453,132.4199981689453,129.63999938964844,131.86000061035156,130.344482421875,63814900
2022-12-27,131.3800048828125,131.41000366210938,128.72000122070312,130.02999877929688,128.5355224609375,69007800
2022-12-28,129.6699981689453,131.02999877929688,125.87000274658203,126.04000091552734,124.59138488769531,85438400
2022-12-29,127.98999786376953,130.47999572753906,127.7300033569336,129.61000061035156,128.120361328125,75703700
2022-12-30,128.41000366210938,129.9499969482422,127.43000030517578,129.92999267578125,128.43666076660156,77034200
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,123.63252258300781,112117500
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,124.90769958496094,89113600
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,123.58309936523438,80962700
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.13021850585938,87754700
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,128.65414428710938,70790800
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.22747802734375,63896200
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,131.95574951171875,69458900
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,131.87667846679688,71379600
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.211181640625,57809700
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,134.3776092529297,63646600
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,133.65599060058594,69672800
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,133.71530151367188,58280400
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.285400390625,80223600
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.48818969726562,81760300
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,140.891845703125,66435100
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.22955322265625,65799300
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.305419921875,54105100
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.25279235839844,70555800
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,141.3564453125,64015300
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,142.63162231445312,65874500
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,143.7584991455078,77663600
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.0865936279297,118339000
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,152.7242889404297,154357300
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,149.98611450195312,69858300
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,152.87254333496094,83322600
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.1739501953125,64120100
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.13600158691406,56007100
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,149.5023193359375,57450700
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,152.31396484375,62199000
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,151.6704559326172,61707600
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,153.77915954589844,65573800
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.1753692626953,68167900
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.02694702148438,59144100
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,146.99758911132812,58867200
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,147.4232940673828,51011300
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,147.9083709716797,48394200
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.24525451660156,55469600
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,146.4431610107422,44998500
2023-02-28,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,145.93826293945312,50547000
2023-03-01,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,143.8592071533203,55479000
2023-03-02,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,144.4532470703125,52238100
2023-03-03,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,149.5220947265625,70732300
2023-03-06,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,152.29415893554688,87558000
2023-03-07,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,150.08641052246094,56182000
2023-03-08,152.80999755859375,153.47000122070312,151.8300018310547,152.8699951171875,151.34373474121094,47204800
2023-03-09,153.55999755859375,154.5399932861328,150.22999572753906,150.58999633789062,149.0865020751953,53833600
2023-03-10,150.2100067138672,150.94000244140625,147.61000061035156,148.5,147.01736450195312,68572400
2023-03-13,147.80999755859375,153.13999938964844,147.6999969482422,150.47000122070312,148.9676971435547,84457100
2023-03-14,151.27999877929688,153.39999389648438,150.10000610351562,152.58999633789062,151.06654357910156,73695900
2023-03-15,151.19000244140625,153.25,149.9199981689453,152.99000549316406,151.4625244140625,77167900
2023-03-16,152.16000366210938,156.4600067138672,151.63999938964844,155.85000610351562,154.2939910888672,76161100
2023-03-17,156.0800018310547,156.74000549316406,154.27999877929688,155.0,153.4524688720703,98944600
2023-03-20,155.07000732421875,157.82000732421875,154.14999389648438,157.39999389648438,155.8284912109375,73641400
2023-03-21,157.32000732421875,159.39999389648438,156.5399932861328,159.27999877929688,157.6897430419922,73938300
2023-03-22,159.3000030517578,162.13999938964844,157.80999755859375,157.8300018310547,156.25421142578125,75701800
2023-03-23,158.8300018310547,161.5500030517578,157.67999267578125,158.92999267578125,157.3432159423828,67622100
2023-03-24,158.86000061035156,160.33999633789062,157.85000610351562,160.25,158.65005493164062,59196500
2023-03-27,159.94000244140625,160.77000427246094,157.8699951171875,158.27999877929688,156.69973754882812,52390300
2023-03-28,157.97000122070312,158.49000549316406,155.97999572753906,157.64999389648438,156.07601928710938,45992200
2023-03-29,159.3699951171875,161.0500030517578,159.35000610351562,160.77000427246094,159.16488647460938,51305700
2023-03-30,161.52999877929688,162.47000122070312,161.27000427246094,162.36000061035156,160.739013671875,49501700
2023-03-31,162.44000244140625,165.0,161.91000366210938,164.89999389648438,163.25364685058594,68749800
2023-04-03,164.27000427246094,166.2899932861328,164.22000122070312,166.1699981689453,164.5109405517578,56976200
2023-04-04,166.60000610351562,166.83999633789062,165.11000061035156,165.6300048828125,163.9763641357422,46278300
2023-04-05,164.74000549316406,165.0500030517578,161.8000030517578,163.75999450683594,162.12501525878906,51511700
2023-04-06,162.42999267578125,164.9600067138672,162.0,164.66000366210938,163.01605224609375,45390100
2023-04-10,161.4199981689453,162.02999877929688,160.0800018310547,162.02999877929688,160.41229248046875,47716900
2023-04-11,162.35000610351562,162.36000061035156,160.50999450683594,160.8000030517578,159.19456481933594,47644200
2023-04-12,161.22000122070312,162.05999755859375,159.77999877929688,160.10000610351562,158.50157165527344,50133100
2023-04-13,161.6300048828125,165.8000030517578,161.4199981689453,165.55999755859375,163.90704345703125,68445600
2023-04-14,164.58999633789062,166.32000732421875,163.82000732421875,165.2100067138672,163.56053161621094,49386500
2023-04-17,165.08999633789062,165.38999938964844,164.02999877929688,165.22999572753906,163.58033752441406,41516200
2023-04-18,166.10000610351562,167.41000366210938,165.64999389648438,166.47000122070312,164.80795288085938,49923000
2023-04-19,165.8000030517578,168.16000366210938,165.5399932861328,167.6300048828125,165.9563751220703,47720200
2023-04-20,166.08999633789062,167.8699951171875,165.55999755859375,166.64999389648438,164.98614501953125,52456400
2023-04-21,165.0500030517578,166.4499969482422,164.49000549316406,165.02000427246094,163.37246704101562,58337300
2023-04-24,165.0,165.60000610351562,163.88999938964844,165.3300018310547,163.67935180664062,41949600
2023-04-25,165.19000244140625,166.30999755859375,163.72999572753906,163.77000427246094,162.1349334716797,48714100
2023-04-26,163.05999755859375,165.27999877929688,162.8000030517578,163.75999450683594,162.12501525878906,45498800
2023-04-27,165.19000244140625,168.55999755859375,165.19000244140625,168.41000366210938,166.7285919189453,64902300
2023-04-28,168.49000549316406,169.85000610351562,167.8800048828125,169.67999267578125,167.98590087890625,55209200
2023-05-01,169.27999877929688,170.4499969482422,168.63999938964844,169.58999633789062,167.89678955078125,52472900
